Parent;Child;Source;Weight;Confidence
bit music;1-bit music;wikidata;1;0.85
bit music;8-bit music;wikidata;1;0.85
bit music;bitpop;wikidata;1;0.85
bit music;bytebeat;wikidata;1;0.85
bit music;chiptune;wikidata;1;0.85
bit music;FM synthesis;wikidata;1;0.85
bit music;MIDI music;wikidata;1;0.85
bit music;sampler-based music;wikidata;1;0.85
biwagaku;mōsō biwa;wikidata;1;0.85
biwagaku;Satsuma biwa;wikidata;1;0.85
black gospel music;Sacred Steel;wikidata;1;0.85
black gospel music;traditional black gospel;wikidata;1;0.85
black metal;ambient black metal;wikidata;1;0.85
black metal;atmospheric black metal;wikidata;1;0.85
black metal;black 'n' roll;wikidata;1;0.85
black metal;black ambient;wikidata;1;0.85
black metal;black doom;wikidata;1;0.85
black metal;black noise;wikidata;1;0.85
black metal;blackened death metal;wikidata;1;0.85
black metal;depressive black metal;wikidata;1;0.85
black metal;dissonant black metal;wikidata;1;0.85
black metal;Early Norwegian black metal scene;wikidata;1;0.85
black metal;first wave black metal;wikidata;1;0.85
black metal;Hellenic black metal;wikidata;1;0.85
black metal;melodic black metal;wikidata;1;0.85
black metal;National Socialist black metal;wikidata;1;0.85
black metal;Norsecore;wikidata;1;0.85
black metal;pagan black metal;wikidata;1;0.85
black metal;pop black metal;wikidata;1;0.85
black metal;post-black metal;wikidata;1;0.85
black metal;progressive black metal;wikidata;1;0.85
black metal;psychedelic black metal;wikidata;1;0.85
black metal;raw black metal;wikidata;1;0.85
black metal;red and anarchist black metal;wikidata;1;0.85
black metal;symphonic black metal;wikidata;1;0.85
black metal;troll metal;wikidata;1;0.85
black metal;true black metal;wikidata;1;0.85
black metal;unblack metal;wikidata;1;0.85
black metal;viking metal;wikidata;1;0.85
black metal;war metal;wikidata;1;0.85
bluegrass music;bluegrass fiddle;wikidata;1;0.85
bluegrass music;bluegrass gospel;wikidata;1;0.85
bluegrass music;contemporary bluegrass music;wikidata;1;0.85
bluegrass music;Czech bluegrass;wikidata;1;0.85
bluegrass music;progressive bluegrass;wikidata;1;0.85
bluegrass music;traditional bluegrass;wikidata;1;0.85
bluegrass music;Western swing fiddle;wikidata;1;0.85
blues;acid blues;wikidata;1;0.85
blues;acoustic blues;wikidata;1;0.85
blues;acoustic Chicago blues;wikidata;1;0.85
blues;acoustic Memphis blues;wikidata;1;0.85
blues;African blues;wikidata;1;0.85
blues;Anatolian blues;wikidata;1;0.85
blues;Argentinian blues;wikidata;1;0.85
blues;Atlanta blues;wikidata;1;0.85
blues;Blues Rock;wikidata;1;0.85
blues;blues standard;wikidata;1;0.85
blues;boogie-woogie;wikidata;1;0.85
Blues;British Blues;kb;1;0.75
blues;Canadian blues;wikidata;1;0.85
blues;Chicago blues;wikidata;1;0.85
blues;classic female blues;wikidata;1;0.85
blues;contemporary blues;wikidata;1;0.85
blues;Country Blues;wikidata;1;0.85
Blues;Country Blues;kb;1;0.75
blues;Delta blues;wikidata;1;0.85
blues;desert blues;wikidata;1;0.85
blues;Detroit blues;wikidata;1;0.85
blues;dirty blues;wikidata;1;0.85
blues;early reggae;wikidata;1;0.85
blues;East Coast blues;wikidata;1;0.85
blues;electric blues;wikidata;1;0.85
blues;fife and drum blues;wikidata;1;0.85
blues;French blues;wikidata;1;0.85
blues;gospel blues;wikidata;1;0.85
blues;harmonica blues;wikidata;1;0.85
blues;holler blues;wikidata;1;0.85
blues;Indian blues;wikidata;1;0.85
blues;Italian blues;wikidata;1;0.85
Blues;Jazz;kb;1;0.75
blues;jazz blues;wikidata;1;0.85
blues;jug band;wikidata;1;0.85
blues;juke joint blues;wikidata;1;0.85
blues;jump blues;wikidata;1;0.85
blues;Kansas City blues;wikidata;1;0.85
blues;Louisiana blues;wikidata;1;0.85
blues;new blues;wikidata;1;0.85
blues;New York blues;wikidata;1;0.85
blues;piano blues;wikidata;1;0.85
blues;pre-war blues;wikidata;1;0.85
blues;regional blues;wikidata;1;0.85
Blues;Rhythm and Blues;kb;1;0.75
blues;songsters music;wikidata;1;0.85
blues;soul blues;wikidata;1;0.85
blues;St. Louis blues;wikidata;1;0.85
blues;Texas blues;wikidata;1;0.85
blues;traditional blues;wikidata;1;0.85
blues;twelve-bar blues;wikidata;1;0.85
blues;urban blues;wikidata;1;0.85
blues;Venezuelan blues;wikidata;1;0.85
blues;West Coast blues;wikidata;1;0.85
Blues Rock;blues metal;wikidata;1;0.85
Blues Rock;boogie rock;wikidata;1;0.85
Blues Rock;Hard Rock;kb;1;0.75
Blues Rock;heavy metal;wikidata;1;0.85
Blues Rock;proto-metal;wikidata;1;0.85
Blues Rock;sleaze rock;wikidata;1;0.85
Blues Rock;stoner metal;wikidata;1;0.85
bolero;bolero moruno;wikidata;1;0.85
bolero;Bolero son;wikidata;1;0.85
bolero;filin;wikidata;1;0.85
Bollywood film music;Hindi dance music;wikidata;1;0.85
bomba;bomba yucateca;wikidata;1;0.85
boomba music;kapuka rap;wikidata;1;0.85
boomba music;vegatone;wikidata;1;0.85
Bosnian and Herzegovinian folk music;Bosnian root music;wikidata;1;0.85
Bosnian and Herzegovinian folk music;sevdalinka;wikidata;1;0.85
bossa nova;Shibuya-kei;wikidata;1;0.85
brass band music;Balkan brass;wikidata;1;0.85
brass band music;banda music;wikidata;1;0.85
brass band music;British brass band music;wikidata;1;0.85
brass band music;dechovka;wikidata;1;0.85
brass band music;Mexican brass band;wikidata;1;0.85
brass band music;mining brass band;wikidata;1;0.85
brass band music;New Orleans brass band music;wikidata;1;0.85
Brazilian bass;mega funk;wikidata;1;0.85
Brazilian bass;slap house;wikidata;1;0.85
Brazilian classical music;dobrado;wikidata;1;0.85
Brazilian classical music;valsa brasileira;wikidata;1;0.85
Brazilian folk music;aboio;wikidata;1;0.85
Brazilian folk music;banda de pífano;wikidata;1;0.85
Brazilian folk music;Brazilian indigenous music;wikidata;1;0.85
Brazilian folk music;candomblé music;wikidata;1;0.85
Brazilian folk music;cantoria;wikidata;1;0.85
Brazilian folk music;capoeira music;wikidata;1;0.85
Brazilian folk music;fandango caiçara;wikidata;1;0.85
Brazilian folk music;jongo;wikidata;1;0.85
Brazilian folk music;lundu;wikidata;1;0.85
Brazilian folk music;maracatu;wikidata;1;0.85
Brazilian folk music;modinha;wikidata;1;0.85
Brazilian folk music;pagode de viola;wikidata;1;0.85
Brazilian folk music;payada;wikidata;1;0.85
Brazilian folk music;samba de roda;wikidata;1;0.85
Brazilian folk music;sertanejo de raiz;wikidata;1;0.85
Brazilian folk music;toada de boi;wikidata;1;0.85
Brazilian folk music;traditional music of Mato Grosso do Sul;wikidata;1;0.85
Brazilian folk music;xaxado;wikidata;1;0.85
Brazilian funk;arrocha funk;wikidata;1;0.85
Brazilian funk;beat bolha;wikidata;1;0.85
Brazilian funk;beat fino;wikidata;1;0.85
Brazilian funk;brega funk;wikidata;1;0.85
Brazilian funk;eletrofunk;wikidata;1;0.85
Brazilian funk;funk carioca;wikidata;1;0.85
Brazilian funk;funk de BH;wikidata;1;0.85
Brazilian funk;funk mandelão;wikidata;1;0.85
Brazilian funk;funk melody;wikidata;1;0.85
Brazilian funk;funknejo;wikidata;1;0.85
Brazilian funk;mega funk;wikidata;1;0.85
Brazilian funk;noiadance;wikidata;1;0.85
Brazilian funk;rasteirinha;wikidata;1;0.85
Brazilian funk;tamborzão;wikidata;1;0.85
Brazilian funk;tecnofunk;wikidata;1;0.85
Brazilian funk;trapfunk;wikidata;1;0.85
Brazilian gaucho music;vanera;wikidata;1;0.85
Brazilian hip-hop;Brasília hip hop;wikidata;1;0.85
Brazilian hip-hop;stronda;wikidata;1;0.85
breakbeat;acid breaks;wikidata;1;0.85
breakbeat;ambient breakbeat;wikidata;1;0.85
breakbeat;Baltimore club;wikidata;1;0.85
breakbeat;big beat;wikidata;1;0.85
breakbeat;breakbeat hardcore;wikidata;1;0.85
breakbeat;breakbeat kota;wikidata;1;0.85
breakbeat;breaktrance;wikidata;1;0.85
breakbeat;Florida breaks;wikidata;1;0.85
breakbeat;funky breaks;wikidata;1;0.85
breakbeat;nu skool breaks;wikidata;1;0.85
breakbeat;progressive breaks;wikidata;1;0.85
breakbeat;psybreaks;wikidata;1;0.85
breakbeat;West Coast breaks;wikidata;1;0.85
breakbeat hardcore;4-beat;wikidata;1;0.85
breakbeat hardcore;darkcore;wikidata;1;0.85
breakbeat hardcore;hardcore breaks;wikidata;1;0.85
breakbeat kota;jungle dutch;wikidata;1;0.85
breakcore;J-core;wikidata;1;0.85
breakcore;lolicore;wikidata;1;0.85
breakcore;mashcore;wikidata;1;0.85
breakcore;raggacore;wikidata;1;0.85
brega;arrocha;wikidata;1;0.85
brega;brega pop;wikidata;1;0.85
brega;eletrobrega;wikidata;1;0.85
brega;tecno brega;wikidata;1;0.85
brega funk;batidão romântico;wikidata;1;0.85
brega funk;tranceira;wikidata;1;0.85
brega funk;trip bit;wikidata;1;0.85
Breton folk music;Breton Celtic folk music;wikidata;1;0.85
Breton folk music;kan ha diskan;wikidata;1;0.85
Breton song;gwerz;wikidata;1;0.85
Breton song;kan ha diskan;wikidata;1;0.85
British Blues;Blues Rock;kb;1;0.75
British folk music;English folk music;wikidata;1;0.85
British folk music;Scottish folk music;wikidata;1;0.85
British folk music;Welsh folk music;wikidata;1;0.85
British metal music;new wave of British heavy metal;wikidata;1;0.85
British pop;new pop;wikidata;1;0.85
British rock;British trad rock;wikidata;1;0.85
British rock;Landfill indie;wikidata;1;0.85
British rock;New Yorkshire;wikidata;1;0.85
British rock;Windmill scene;wikidata;1;0.85
Britpop;Britpop revival;wikidata;1;0.85
Britpop;neo-glam;wikidata;1;0.85
Brooklyn drill;Bronx drill;wikidata;1;0.85
brostep;briddim;wikidata;1;0.85
brostep;colour bass;wikidata;1;0.85
brostep;dariacore;wikidata;1;0.85
brostep;deathstep;wikidata;1;0.85
brostep;drumstep;wikidata;1;0.85
brostep;riddim;wikidata;1;0.85
brostep;tearout brostep;wikidata;1;0.85
brutal death metal;slam death metal;wikidata;1;0.85
bubblegum music;bubblegum punk;wikidata;1;0.85
bubblegum music;hyperpop;wikidata;1;0.85
Buddhist chant;shōmyō;wikidata;1;0.85
Buddhist chant;Tibetan Buddhist chant;wikidata;1;0.85
Buddhist music;beompae;wikidata;1;0.85
Buddhist music;Buddhist chant;wikidata;1;0.85
Buddhist music;chöd;wikidata;1;0.85
Buddhist music;Honkyoku;wikidata;1;0.85
Buddhist music;mōsō biwa;wikidata;1;0.85
Buddhist music;Tibetan Buddhist music;wikidata;1;0.85
bugle call;diane;wikidata;1;0.85
bugle call;hunting signal;wikidata;1;0.85
bulería;bulería of Jerez de la Frontera;wikidata;1;0.85
Bulgarian folk music;Bulgarian folk song;wikidata;1;0.85
Bulgarian folk music;horo music;wikidata;1;0.85
Bulgarian folk music;stara gradska song;wikidata;1;0.85
Bulgarian folk music;svatbarskata muzika;wikidata;1;0.85
Byzantine music;acclamatio;wikidata;1;0.85
Byzantine music;Byzantine chant;wikidata;1;0.85
C-pop;cantopop;wikidata;1;0.85
C-pop;Gufeng music;wikidata;1;0.85
C-pop;Hokkien pop;wikidata;1;0.85
C-pop;mandopop;wikidata;1;0.85
C-pop;Wuu Chinese pop;wikidata;1;0.85
C-pop;zhongguo feng;wikidata;1;0.85
Cajun music;traditional cajun music;wikidata;1;0.85
call and response;antiphon;wikidata;1;0.85
calypso;calipso venezolano;wikidata;1;0.85
calypso;extempo;wikidata;1;0.85
calypso;spouge;wikidata;1;0.85
Cambodian classical music;ayai;wikidata;1;0.85
Cambodian classical music;mahori;wikidata;1;0.85
Cambodian classical music;pinpeat;wikidata;1;0.85
Cambodian pop;rom kbach;wikidata;1;0.85
Canadian folk music;Canadian maritime folk;wikidata;1;0.85
Canadian folk music;French-Canadian folk music;wikidata;1;0.85
Canadian folk music;Métis fiddle;wikidata;1;0.85
Canadian folk music;Newfoundland folk music;wikidata;1;0.85
Canadian hip-hop;Northwest hip hop;wikidata;1;0.85
Canadian hip-hop;Quebec hip hop;wikidata;1;0.85
Canadian maritime folk;Cape Breton folk music;wikidata;1;0.85
Canadian punk rock;Canadian hardcore punk;wikidata;1;0.85
canción melódica;bolero-beat;wikidata;1;0.85
canción melódica;música cebolla;wikidata;1;0.85
candombe;Candombe beat;wikidata;1;0.85
cantata;Christmas cantata;wikidata;1;0.85
cantata;church cantata;wikidata;1;0.85
cantata;dialogue;wikidata;1;0.85
cantata;Kindercantate;wikidata;1;0.85
cante flamenco;cante chico;wikidata;1;0.85
cante flamenco;cante jondo;wikidata;1;0.85
cante jondo;Cabales;wikidata;1;0.85
cante jondo;saeta;wikidata;1;0.85
cante jondo;siguiriyas;wikidata;1;0.85
Canterbury scene;Neo-Canterbury;wikidata;1;0.85
Cantes de ida y vuelta;rumba flamenca;wikidata;1;0.85
cantiga;cantiga de amigo;wikidata;1;0.85
cantiga;cantiga de amor;wikidata;1;0.85
cantiga;cantiga de escarnio e maldizer;wikidata;1;0.85
cantiga;regueifa;wikidata;1;0.85
cantillation;Hebrew cantillation;wikidata;1;0.85
cantillation;Quranic cantillation;wikidata;1;0.85
canto valenciano;cant d'albades;wikidata;1;0.85
cantopop;Guangdong cantopop;wikidata;1;0.85
cantopop;Hong Kong cantopop;wikidata;1;0.85
canzona;canzonetta;wikidata;1;0.85
canzone napoletana;classic Neapolitan song;wikidata;1;0.85
Cape Breton folk music;Cape Breton fiddling;wikidata;1;0.85
Caribbean folk music;benna;wikidata;1;0.85
Caribbean folk music;bélé;wikidata;1;0.85
Caribbean folk music;cariso;wikidata;1;0.85
Caribbean folk music;Chouval bwa;wikidata;1;0.85
Caribbean folk music;Cuban folk music;wikidata;1;0.85
Caribbean folk music;fungi;wikidata;1;0.85
Caribbean folk music;Garifuna folk music;wikidata;1;0.85
Caribbean folk music;Haitian vodou drumming;wikidata;1;0.85
Caribbean folk music;Jibaro;wikidata;1;0.85
Caribbean folk music;kitchen dance music;wikidata;1;0.85
Caribbean folk music;méringue;wikidata;1;0.85
Caribbean folk music;ripsaw music;wikidata;1;0.85
Caribbean folk music;tumba;wikidata;1;0.85
Caribbean folk music;Virgin Islander cariso;wikidata;1;0.85
Carnatic music;Carnatic vocal music;wikidata;1;0.85
Carnatic music;konnakol;wikidata;1;0.85
Carnatic music;ragamalika;wikidata;1;0.85
carnival music;carnaval cruceño;wikidata;1;0.85
carnival music;carnival song;wikidata;1;0.85
carnival music;frevo;wikidata;1;0.85
carnival music;Guggenmusik;wikidata;1;0.85
carnival music;marchinha;wikidata;1;0.85
carol;Christmas carol;wikidata;1;0.85
Castilian jotas;jota segoviana;wikidata;1;0.85
Catalan popular folk music;Laietana music;wikidata;1;0.85
Catalan traditional folk music;Grallers;wikidata;1;0.85
Catalan traditional folk music;sardana;wikidata;1;0.85
Catalan traditional folk music;Valencian folk music;wikidata;1;0.85
Catholic music;Contemporary Catholic liturgical music;wikidata;1;0.85
Catholic music;Roman Catholic Marian music;wikidata;1;0.85
Caucasian folk music;Abkhazian folk music;wikidata;1;0.85
Caucasian folk music;Armenian folk music;wikidata;1;0.85
Caucasian folk music;Azerbaijani folk music;wikidata;1;0.85
Caucasian folk music;Chechen folk music;wikidata;1;0.85
Caucasian folk music;Circassian folk music;wikidata;1;0.85
Caucasian folk music;Dagestani folk music;wikidata;1;0.85
Caucasian folk music;Georgian folk music;wikidata;1;0.85
Caucasian folk music;Ossetian folk music;wikidata;1;0.85
Celtic folk music;Breton Celtic folk music;wikidata;1;0.85
Celtic folk music;British folk music;wikidata;1;0.85
Celtic folk music;Cape Breton folk music;wikidata;1;0.85
Celtic folk music;Cornish folk music;wikidata;1;0.85
Celtic folk music;Irish folk music;wikidata;1;0.85
Celtic folk music;Manx folk music;wikidata;1;0.85
Celtic folk music;Newfoundland folk music;wikidata;1;0.85
Celtic folk music;Northwest Iberian folk music;wikidata;1;0.85
Celtic folk music;Scottish folk music;wikidata;1;0.85
Celtic folk music;Trás-os-Montes folk music;wikidata;1;0.85
Celtic music;ancient Celtic music;wikidata;1;0.85
Celtic music;Canadian Celtic music;wikidata;1;0.85
Celtic music;Celtic chant;wikidata;1;0.85
Celtic music;Celtic electronica;wikidata;1;0.85
Celtic music;Celtic folk music;wikidata;1;0.85
Celtic music;Celtic fusion;wikidata;1;0.85
Celtic music;Celtic new age;wikidata;1;0.85
Celtic music;Celtic pop;wikidata;1;0.85
Celtic music;Contemporary Celtic music;wikidata;1;0.85
Celtic music;reel;wikidata;1;0.85
Celtic punk;combat folk;wikidata;1;0.85
Celtic rock;Breton rock;wikidata;1;0.85
Celtic rock;combat folk;wikidata;1;0.85
Central Asian throat singing;kai;wikidata;1;0.85
Central Asian throat singing;Mongolian throat singing;wikidata;1;0.85
Central Asian throat singing;Tuvan throat singing;wikidata;1;0.85
chaabi;Algerian chaabi;wikidata;1;0.85
chaabi;Moroccan chaabi;wikidata;1;0.85
chamarrita;chamarrita açoriana;wikidata;1;0.85
chamarrita;chamarrita rioplatense;wikidata;1;0.85
chamber music;clarinet quintet music;wikidata;1;0.85
chamber music;uzagaku;wikidata;1;0.85
chanson;chanson alternative;wikidata;1;0.85
chanson;chanson réaliste;wikidata;1;0.85
chanson;chanson à texte;wikidata;1;0.85
chanson;French contemporary R&B;wikidata;1;0.85
chanson;Nouvelle Chanson;wikidata;1;0.85
chanson;Quebec chanson;wikidata;1;0.85
chant;antiphon;wikidata;1;0.85
chant;Armenian chant;wikidata;1;0.85
chant;Armenian church music;wikidata;1;0.85
chant;beompae;wikidata;1;0.85
chant;Buddhist chant;wikidata;1;0.85
chant;Byzantine chant;wikidata;1;0.85
chant;calophonic chant;wikidata;1;0.85
chant;canticle;wikidata;1;0.85
chant;cantillation;wikidata;1;0.85
chant;Carpathian plainchant;wikidata;1;0.85
chant;Celtic chant;wikidata;1;0.85
chant;chazzanut;wikidata;1;0.85
chant;clausula;wikidata;1;0.85
chant;Dahira;wikidata;1;0.85
chant;Domestic chant;wikidata;1;0.85
chant;Ethiopian chant;wikidata;1;0.85
chant;Galician chant;wikidata;1;0.85
chant;Kievan chant;wikidata;1;0.85
chant;mantra;wikidata;1;0.85
chant;menzuma;wikidata;1;0.85
chant;Messinian chant;wikidata;1;0.85
chant;muslim chant;wikidata;1;0.85
chant;Nyabinghi chanting;wikidata;1;0.85
chant;part song;wikidata;1;0.85
chant;plainsong;wikidata;1;0.85
chant;Prose;wikidata;1;0.85
chant;responsory;wikidata;1;0.85
chant;Strochnoy chant;wikidata;1;0.85
chant;Supraslian chant;wikidata;1;0.85
chant;Syriac chant;wikidata;1;0.85
chant;Tagh;wikidata;1;0.85
chant;Torah reading;wikidata;1;0.85
chant;true-speech chant;wikidata;1;0.85
chant;Vedic chant;wikidata;1;0.85
chant;versus;wikidata;1;0.85
chant;Vishnupada;wikidata;1;0.85
chant;Znamenny chant;wikidata;1;0.85
character piece;arabesque;wikidata;1;0.85
character piece;song without words;wikidata;1;0.85
chastushka;matanya;wikidata;1;0.85
chazzanut;Ashkenazi cantorial music;wikidata;1;0.85
Chicago blues;electric Chicago blues;wikidata;1;0.85
Chicago drill;bop;wikidata;1;0.85
Chicago drill;Brooklyn drill;wikidata;1;0.85
Chicago hard house;LA hard house;wikidata;1;0.85
children's music;children's folk music;wikidata;1;0.85
children's music;children's pop;wikidata;1;0.85
children's music;children's rock music;wikidata;1;0.85
children's music;Christian children's music;wikidata;1;0.85
children's music;Disney music;wikidata;1;0.85
children's music;Kindercantate;wikidata;1;0.85
children's music;Kindie rock;wikidata;1;0.85
children's music;Sundanese game song;wikidata;1;0.85
Chilean cueca;cueca brava;wikidata;1;0.85
Chilean cueca;cueca chilota;wikidata;1;0.85
Chilean cueca;cueca porteña;wikidata;1;0.85
Chilean cueca;cueca rock;wikidata;1;0.85
Chilean cueca;cueca tradicional;wikidata;1;0.85
Chilean cueca;nortina cueca;wikidata;1;0.85
Chilean rock;cueca rock;wikidata;1;0.85
chill-out music;ambient breakbeat;wikidata;1;0.85
chill-out music;ambient dub;wikidata;1;0.85
chill-out music;ambient house;wikidata;1;0.85
chill-out music;ambient techno;wikidata;1;0.85
